"common_name","eBird","BAMv4","BAMv5","CGAMv1","DUC"
"White-winged Dove","Yes","No","No","No","No"
"White-winged Fairywren","Yes","No","No","No","No"
"White-whiskered Laughingthrush","Yes","No","No","No","No"
"White-winged Parakeet","Yes","No","No","No","No"
"White-whiskered Puffbird","Yes","No","No","No","No"
"Stejneger's Scoter","Yes","No","No","No","No"
"White-winged Scoter","Yes","No","No","No","No"
"White-winged Swallow","Yes","No","No","No","No"
"White-winged Tanager","Yes","No","No","No","No"
"White-winged Tern","Yes","No","No","No","No"
"Wing-banded Antbird","Yes","No","No","No","No"
"Willow Flycatcher","Yes","No","No","No","No"
"Willet","Yes","No","No","Yes","No"
"Wilson's Phalarope","Yes","No","No","No","No"
"Wilson's Plover","Yes","No","No","No","No"
"Willow Ptarmigan","Yes","Yes","No","No","No"
"Williamson's Sapsucker","Yes","No","No","No","No"
"Wilson's Snipe","Yes","Yes","No","No","No"
"Wild Turkey","Yes","No","No","No","No"
"Willie-wagtail","Yes","No","No","No","No"
"Winter Wren","Yes","Yes","Yes","No","No"
"Wilson's Storm-Petrel","Yes","No","No","No","No"
"Wine-throated Hummingbird","Yes","No","No","No","No"
"West Indian Whistling-Duck","Yes","No","No","No","No"
"Wilson's Warbler","Yes","Yes","Yes","No","No"
"Willow Warbler","Yes","No","No","No","No"
"White-naped Brushfinch","Yes","No","No","No","No"
"Worm-eating Warbler","Yes","No","No","No","No"
"Asian Woolly-necked Stork","Yes","No","No","No","No"
"Wood Duck","Yes","No","No","No","No"
"Wood Sandpiper","Yes","No","No","No","No"
"Woodhouse's Scrub-Jay","Yes","No","No","No","No"
"Woodchat Shrike","Yes","No","No","No","No"
"Wood Stork","Yes","No","No","No","No"
"Wood Thrush","Yes","Yes","Yes","No","No"
"Wrenthrush","Yes","No","No","No","No"
"Wrentit","Yes","No","No","No","No"
"Wren-like Rushbird","Yes","No","No","No","No"
"Wrybill","Yes","No","No","No","No"
"Wedge-tailed Grass-Finch","Yes","No","No","No","No"
"White-throated Mountain-gem","Yes","No","No","No","No"
"White-throated Magpie-Jay","Yes","No","No","No","No"
"White-throated Sierra Finch","Yes","No","No","No","No"
"White-throated Shrike-Tanager","Yes","No","No","No","No"
"White-tailed Shrike-Tyrant","Yes","No","No","No","No"
"Elliot's Storm-Petrel","Yes","No","No","No","No"
"Glacier Finch","Yes","No","No","No","No"
"Wayanad Laughingthrush","Yes","No","No","No","No"
"Xantus's Hummingbird","Yes","No","No","No","No"
"Scripps's Murrelet","Yes","No","No","No","No"
"American Coot","Yes","No","No","No","No"
"Iceland Gull","Yes","No","No","No","No"
"Scarlet-rumped Tanager","Yes","No","No","No","No"
"Crested Caracara","Yes","No","No","No","No"
"Mouse-colored Tyrannulet","Yes","No","No","No","No"
"European/Gray-crowned Goldfinch","Yes","No","No","No","No"
"House Wren","Yes","Yes","No","No","No"
"Brown/Cocos Booby","Yes","No","No","No","No"
"Yellowish-bellied Bush Warbler","Yes","No","No","No","No"
"Yellow-billed Tit-Tyrant","Yes","No","No","No","No"
"Yellow-crowned Night Heron","Yes","No","No","No","No"
"Yellow-breasted Antwren","Yes","No","No","No","No"
"Yellow-billed Babbler","Yes","No","No","No","No"
"Yellow-browed Bulbul","Yes","No","No","No","No"
"Yellow-breasted Bunting","Yes","No","No","No","No"
"Yellow-billed Cacique","Yes","No","No","No","No"
"Yellow-breasted Chat","Yes","No","No","No","No"
"Yellow-billed Cotinga","Yes","No","No","No","No"
"Yellow-breasted Crake","Yes","No","No","No","No"
"Yellow-billed Cuckoo","Yes","No","No","No","No"
"Yellow-bellied Elaenia","Yes","No","No","No","No"
"Yellow-bridled Finch","Yes","No","No","No","No"
"Yellow-bellied Flycatcher","Yes","Yes","Yes","No","No"
"Ochre-lored Flatbill","Yes","No","No","No","No"
"Yellow-billed Grosbeak","Yes","No","No","No","No"
"Yellow-billed Loon","Yes","No","No","No","No"
"Yellow-billed Magpie","Yes","No","No","No","No"
"Yellow-backed Oriole","Yes","No","No","No","No"
"Yellow-billed Amazon","Yes","No","No","No","No"
"Yellow-billed Pintail","Yes","No","No","No","No"
"Yellow-bellied Prinia","Yes","No","No","No","No"
"Yellow-bellied Sapsucker","Yes","Yes","No","No","No"
"Yellow-bellied Seedeater","Yes","No","No","No","No"
"Yellow-bellied Siskin","Yes","No","No","No","No"
"Yellow-billed Spoonbill","Yes","No","No","No","No"
"Yellow-billed Stork","Yes","No","No","No","No"
"Yellow-billed Teal","Yes","No","No","No","No"
"Yellow-billed Tern","Yes","No","No","No","No"
"Yellow-bellied Tyrannulet","Yes","No","No","No","No"
"Yellow-browed Tyrant","Yes","No","No","No","No"
"Yellow-crowned Bishop","Yes","No","No","No","No"
"Yellow-crowned Euphonia","Yes","No","No","No","No"
"Yellow-chevroned Parakeet","Yes","No","No","No","No"
"Yellow-crowned Redstart","Yes","No","No","No","No"
"Yellow-chinned Spinetail","Yes","No","No","No","No"
"Yellow-crowned Tyrannulet","Yes","No","No","No","No"
"Yellow-eyed Junco","Yes","No","No","No","No"
"Yellow-eared Parrot","Yes","No","No","No","No"
"Yellow-eyed Penguin","Yes","No","No","No","No"
"Yellow-eared Toucanet","Yes","No","No","No","No"
"Yellow-faced Grassquit","Yes","No","No","No","No"
"Yellow-footed Gull","Yes","No","No","No","No"
"Yellow-faced Honeyeater","Yes","No","No","No","No"
"Yellow-crowned Parakeet","Yes","No","No","No","No"
"Yellow-footed Green-Pigeon","Yes","No","No","No","No"
"Yellow-green Tyrannulet","Yes","No","No","No","No"
"Yellow-green Vireo","Yes","No","No","No","No"
"Yellow-headed Blackbird","Yes","Yes","No","No","No"
"Yellow-hooded Blackbird","Yes","No","No","No","No"
"Yellow-headed Brushfinch","Yes","No","No","No","No"
"Yellow-headed Caracara","Yes","No","No","No","No"
"Yellow-headed Amazon","Yes","No","No","No","No"
"Yellow-headed Warbler","Yes","No","No","No","No"
"Yellow Bittern","Yes","No","No","No","No"
"Yellow Cardinal","Yes","No","No","No","No"
"Yellowish Flycatcher","Yes","No","No","No","No"
"Yellow Grosbeak","Yes","No","No","No","No"
"Yellow-legged Gull","Yes","No","No","No","No"
"Yellowhammer","Yes","No","No","No","No"
"Yellowhead","Yes","No","No","No","No"
"Yellow Oriole","Yes","No","No","No","No"
"Yellow-lored Amazon","Yes","No","No","No","No"
"Yellowish Pipit","Yes","No","No","No","No"
"Peruvian Pipit","Yes","No","No","No","No"
"Yellow Rail","Yes","No","No","No","No"
"Eastern Yellow Robin","Yes","No","No","No","No"
"Yellow-legged Thrush","Yes","No","No","No","No"
"Taiwan Yellow Tit","Yes","No","No","No","No"
"Yellow Tyrannulet","Yes","No","No","No","No"
"Yellow Warbler","Yes","Yes","No","No","No"
"Yellow-winged Flatbill","Yes","No","No","No","No"
"Yellow-naped Amazon","Yes","No","No","No","No"
"Yellow-olive Flatbill","Yes","No","No","No","No"
"Yellow-rumped Cacique","Yes","No","No","No","No"
"Yellow-rumped Siskin","Yes","No","No","No","No"
"Yellow-rumped Warbler","Yes","Yes","No","No","No"
"Yellow-shouldered Blackbird","Yes","No","No","No","No"
"Yellow-shouldered Grassquit","Yes","No","No","No","No"
"Yellow-shouldered Amazon","Yes","No","No","No","No"
"Yellow-throated Bulbul","Yes","No","No","No","No"
"Yellow-throated Bunting","Yes","No","No","No","No"
"Yellow-throated Euphonia","Yes","No","No","No","No"
"Yellow-thighed Brushfinch","Yes","No","No","No","No"
"Yellow-tailed Oriole","Yes","No","No","No","No"
"Yellow-throated Vireo","Yes","Yes","No","No","No"
"Yellow-throated Warbler","Yes","No","No","No","No"
"Bahama Warbler","Yes","No","No","No","No"
"Yellow-vented Bulbul","Yes","No","No","No","No"
"Yellow-winged Blackbird","Yes","No","No","No","No"
"Yellow-winged Cacique","Yes","No","No","No","No"
"Yellow-wattled Lapwing","Yes","No","No","No","No"
"Yellow-winged Tanager","Yes","No","No","No","No"
"Yellow-winged Vireo","Yes","No","No","No","No"
"Yellow-tailed Black-Cockatoo","Yes","No","No","No","No"
"Yellow-throated Chlorospingus","Yes","No","No","No","No"
"Yucatan Flycatcher","Yes","No","No","No","No"
"Yucatan Jay","Yes","No","No","No","No"
"Yucatan Nightjar","Yes","No","No","No","No"
"Yucatan Poorwill","Yes","No","No","No","No"
"Yucatan Vireo","Yes","No","No","No","No"
"Yucatan Woodpecker","Yes","No","No","No","No"
"Yucatan Wren","Yes","No","No","No","No"
"Yellow-crowned Amazon","Yes","No","No","No","No"
"Zapata Sparrow","Yes","No","No","No","No"
"Zapata Wren","Yes","No","No","No","No"
"Zebra Dove","Yes","No","No","No","No"
"Zebra Finch","Yes","No","No","No","No"
"Zeledon's Antbird","Yes","No","No","No","No"
"Zenaida Dove","Yes","No","No","No","No"
"Zitting Cisticola","Yes","No","No","No","No"
"Zone-tailed Hawk","Yes","No","No","No","No"
